master_id,codice_fiscale,denominazione,regione,provincia,comune,regione_normalizzata,provincia_normalizzata,comune_normalizzato,discipline_praticate,sport_normalizzati,organisms,source_ids,source_count
reg_6303b6d0bc842af7,92072790634,ASSOCIAZIONE SPORTIVA DILETTANTISTICA NITROPLAZA,Campania,NA,Marigliano,Campania,NA,Marigliano,"Abilità (velocità su terra/su ghiaccio, slalom, challenge, accelerazione, drifting)",,ASC,188581,1
reg_d4f233132fa6c999,93036930142,ASSOCIAZIONE TWIN DREAM - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,SO,Chiuro,Lombardia,SO,Chiuro,Volo - a vela non acrobatico,vela,ASC,188582,1
reg_eb497493699279fd,83006210260,A.P. LA FARIO,Veneto,TV,Montebelluna,Veneto,TV,Montebelluna,"PESCA DI SUPERFICIE Bolentino, Canna da natante, Canna da riva, Carpfishing, Drifting, Feeder, Kayak fishing, Lancio Tecnico (Casting), Lancio tecnico con peso di mare, Pesca al colpo, Pesca alla trota con esche naturali in torrente e in lago, Pesca con",canottaggio,ASC,188589,1
reg_0c24846f9858e5c1,17470841002,STRAMOVIMENTIAMOCI A.S.D.,Lazio,RM,Roma,Lazio,RM,Roma,Attività sportiva ginnastica finalizzata alla salute ed al fitness,fitness|ginnastica,ASC,188612,1
reg_1d320f35877d49a5,17540071002,ACCADEMIA ITALIANA FITNESS - GINNASTICA SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Lazio,RM,Roma,Lazio,RM,Roma,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Ginnastica per Tutti, Nuoto, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti",fitness|ginnastica|nuoto|sci,ASC,188652,1
reg_da42080ece511105,03402400737,A.S.D. PUGILISTICA MARTINA FRANCA,Puglia,TA,Martina Franca,Puglia,TA,Martina Franca,"Pugilato Giovanile, Pugilato Amatoriale-Gym Boxe (Prepugilistica, Boxe Competition, Boxe in Action, Light Boxe, Soft Boxe), Pugilato AOB/APB, Pugilato Giovanile, Pugilato Amatoriale-Gym Boxe (Prepugilistica, Boxe Competition, Boxe in Action, Light Boxe, Soft Boxe), Pugilato AOB/APB, Ginnastica per Tutti",ginnastica,ASC,188679,1
reg_0d5c28009507f43f,07294710483,APS REINING HORSES,Toscana,FI,Dicomano,Toscana,FI,Dicomano,"Monta Western (Barrel, Racing, Pole Pending, Team Penning, Gimkana Western, Performance, Cutting, Working Cow Horse, Roping), Reining, Monta da Lavoro (Tradizionale , Gimkana, Sincronizzata, Maremmana, Doma Vaquera), Equitazione di campagna",arti_marziali|equitazione,ASC,188684,1
reg_048765fad875b4d1,95100560127,ADVENTURING TOOL,Lombardia,VA,Varese,Lombardia,VA,Varese,"Enduro, E-bike, Quad, Motocross, Motorally",atletica,ASC,188688,1
reg_cd9ee9d6366e39e2,10492471213,ASD BOSCOREALE SPORT VILLAGE,Campania,NA,Boscoreale,Campania,NA,Boscoreale,"Indoor, Calcio (a 11), Atletica Leggera, Calcio (a 8), Futsal (calcio da sala - calcio a 5), Corsa su strada",atletica|calcio,ASC,188707,1
reg_72389d7a7e847932,96587790583,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FDR HEALTH CENTER,Lazio,RM,Roma,Lazio,RM,Roma,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti",fitness|ginnastica,ASC,188720,1
reg_a3097a542404a1c1,02890010818,CENTRO DANZA TERSICORE S.S.D. A R.L.,Sicilia,TP,Marsala,Sicilia,TP,Marsala,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance",danza,ASC,188813,1
reg_7df11e8da77ffcd2,17539111009,ACCADEMIA ITALIANA FITNESS - SPORTIVA SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Lazio,RM,Roma,Lazio,RM,Roma,"Ciclismo su strada, Calcio (a 11), Atletica Leggera, Calcio (a 8), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Futsal (calcio da sala - calcio a 5), Ginnastica per Tutti, Pallacanestro, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti",atletica|basket|calcio|ciclismo|fitness|ginnastica,ASC,188840,1
reg_ecb7a6c5faf7fa8a,94040570783,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""NEW FASHION DANCE LG""",Calabria,CS,Trebisacce,Calabria,CS,Trebisacce,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, Attività sportiva ginnastica finalizzata alla salute ed al fitness, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati",danza|fitness|ginnastica|sci,ASC,188887,1
reg_a43b717274a2b0b2,10420341215,LOS ANGELES FITNESS 2.0 S.S.D. A R.L.,Campania,NA,Napoli,Campania,NA,Napoli,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Ginnastica Aerobica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, Body building",danza|fitness|ginnastica|sci,ASC,188898,1
reg_b55507eb1673453e,17416661001,KIPLING SPORTING VILLAGE SOCIETA' SPORTIVA DILETTANTISTICA A R.L.,Lazio,RM,Roma,Lazio,RM,Roma,"Scherma, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Tennis, Padel, Nuoto",fitness|ginnastica|nuoto|padel|scherma|tennis,ASC,188909,1
reg_8993d61d5062bf97,05453440264,A.S.D. B4SAILING,Veneto,TV,Treviso,Veneto,TV,Treviso,"Vele d'Epoca, Barche a chiglia, Monotipi, Kiteboarding, Derive, Diporto, Multiscafi, Attività motorie marinaresche applicative alle discipline della Vela, PESCA DI SUPERFICIE Bolentino, Canna da natante, Canna da riva, Carpfishing, Drifting, Feeder, Kayak fishing, Lancio Tecnico (Casting), Lancio tecnico con peso di mare, Pesca al colpo, Pesca alla trota con esche naturali in torrente e in lago, Pesca con",canottaggio|sci|vela,ASC,188915,1
reg_e083208406be5c54,02769710126,A.S.D. FLAMBOYAN CLUB,Lombardia,VA,Busto Arsizio,Lombardia,VA,Busto Arsizio,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, Ginnastica Aerobica",danza|ginnastica,ASC,18895,1
reg_825e74c2e4e62715,07205810828,ASSOCIAZIONE SPORTIVA DILETTANTISTICA AC47,Sicilia,PA,Carini,Sicilia,PA,Carini,"Calcio (a 11), Calcio (a 8), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio|fitness|ginnastica,ASC,189056,1
reg_965d2aa90941d717,90038140886,ASSOCIAZIONE SPORTIVA DILETTANTISTICA AQATICA SPORT SCICLI,Sicilia,RG,Scicli,Sicilia,RG,Scicli,"Biathle (Nuoto e Corsa continuativo da svolgersi al mare/lago), Pallanuoto, Nuoto per salvamento, Nuoto Sincronizzato, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Nuoto, Nuoto in acque libere (Fondo)",atletica|nuoto|pallanuoto|sci,ASC,189067,1
reg_558d755971d0863f,91079840129,EQUILIBRIO RANCH - ASD -,Lombardia,VA,Cardano al Campo,Lombardia,VA,Cardano al Campo,"Equitazione di campagna, Dressage, Volteggio, Riabilitazione equestre, Salto Ostacoli, Equitazione di campagna",equitazione,ASC,189074,1
reg_ab756d7562c168c9,92325010285,BRANCO PER CASA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Veneto,PD,Due Carrare,Veneto,PD,Due Carrare,Attività sportiva cinotecnica,,ASC,189104,1
reg_d7f6d3475d84aee5,13014650017,LABORATORIO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Piemonte,TO,Torino,Piemonte,TO,Torino,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Indoor rowing, Indoor Cycling (Artistic Cycling - Cycle Ball), Atletica Leggera, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti",atletica|fitness|ginnastica,ASC,189110,1
reg_d36525b2cbe4d0a9,92102820534,CHIARA RANCH ASD,Toscana,GR,Gavorrano,Toscana,GR,Gavorrano,"Monta Western (Barrel, Racing, Pole Pending, Team Penning, Gimkana Western, Performance, Cutting, Working Cow Horse, Roping), Monta da Lavoro (Tradizionale , Gimkana, Sincronizzata, Maremmana, Doma Vaquera), Equitazione di campagna",arti_marziali|equitazione,ASC,189132,1
reg_4d36215393344086,90126340729,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""POWER ACADEMY""",Puglia,BT,Barletta,Puglia,BT,Barletta,Attività sportiva ginnastica finalizzata alla salute ed al fitness,fitness|ginnastica,ASC,189143,1
reg_efd6ac819804a682,98143200784,ASD IL MELOGRANO,Calabria,CS,San Marco Argentano,Calabria,CS,San Marco Argentano,Attività sportiva ginnastica finalizzata alla salute ed al fitness,fitness|ginnastica,ASC,189188,1
reg_57446b6390854f6d,17545411005,ALL DANCE STUDIO A.S.D.,Lazio,RM,Roma,Lazio,RM,Roma,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, Attività sportiva ginnastica finalizzata alla salute ed al fitness, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati",danza|fitness|ginnastica,ASC,189195,1
reg_35383ffc022adcc5,97901460010,LOTUS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Piemonte,TO,Torino,Piemonte,TO,Torino,Attività sportiva ginnastica finalizzata alla salute ed al fitness,fitness|ginnastica,ASC,189201,1
reg_b4bddc6a93d6eb3d,96593800582,ASD ITAL - GAME APS ETS,Lazio,RM,Capena,Lazio,RM,Capena,"Dama (variante italiana), Bridge",,ASC,189218,1
reg_fbb9698dd9bf0ea6,90201070274,ASSOCIAZIONE SPORTIVA DILETTANTISTICA JOINT TACTICAL LAB,Veneto,VE,Marcon,Veneto,VE,Marcon,"Arma Air Soft, Orientamento di precisione",,ASC,189248,1
reg_5c485c8b62cbe4a4,92101890397,ASSOCIAZIONE SPORTIVA DILETTANTISTICA UP WIND,Emilia-Romagna,RA,Ravenna,Emilia-Romagna,RA,Ravenna,"Barche a chiglia, Monotipi, Tavole a Vela, Kiteboarding, Derive, Multiscafi, Attività motorie marinaresche applicative alle discipline della Vela",sci|vela,ASC,189282,1
reg_ebde627c0b027786,05019870236,CENTRO KEIKO SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Veneto,VR,San Bonifacio,Veneto,VR,San Bonifacio,"Karate, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, Karate, Ginnastica per Tutti",arti_marziali|fitness|ginnastica,ASC,189347,1
reg_5da2b639050855c5,04791690615,DADO A.S.D.P.S. E.T.S.,Campania,CE,San Nicola la Strada,Campania,CE,San Nicola la Strada,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Nordic e Fitwalking, Fuoristrada, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Ginnastica Aerobica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, Body building",danza|fitness|ginnastica|sci,ASC,189357,1
reg_502d518978d3ff27,03269450593,ASSOCIAZIONE SPORTIVA DILETTANTISTICA KRYSTAL DANCING SCHOOL,Lazio,LT,Cisterna di Latina,Lazio,LT,Cisterna di Latina,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, Attività sportiva ginnastica finalizzata alla salute ed al fitness, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati",danza|fitness|ginnastica,ASC,189370,1
reg_8a9fa8b41b2e54bd,04178531200,ASD TINO TOMMY E MASSIMO,Emilia-Romagna,BO,Castenaso,Emilia-Romagna,BO,Castenaso,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti",danza|fitness|ginnastica,ASC,189377,1
reg_083217f5f43bb0d5,04508480243,HOMECOMING SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Veneto,VI,Caldogno,Veneto,VI,Caldogno,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Indoor rowing, Coastal rowing, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Powerlifting, Pesistica Olimpica",fitness|ginnastica|pesistica,ASC,189386,1
reg_0cac67bba08fc518,98143100786,BIMBI FELICI ASD,Calabria,CS,Montalto Uffugo,Calabria,CS,Montalto Uffugo,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti",fitness|ginnastica,ASC,189450,1
reg_35fcf3fda0770789,02167930672,A.S.D. ACE,Abruzzo,TE,Silvi,Abruzzo,TE,Silvi,"Beach tennis, Beach tennis, Padel",padel|tennis,ASC,189511,1
reg_583a57beb6de2049,07188120823,SICILIA SPORT E AVVENTURA S.S.D. A.R.L.,Sicilia,PA,Castelbuono,Sicilia,PA,Castelbuono,"Volo - a vela non acrobatico, Paracadutismo",vela,ASC,189581,1
reg_77d74731c4faab6f,92279000928,ASSOCIAZIONE SPORTIVA DILETTANTISTICA DANZARTE,Sardegna,SU,San Sperate,Sardegna,SU,San Sperate,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, Ginnastica Acrobatica",danza|ginnastica,ASC,189603,1
reg_223d8fd44e39bbd5,02987290901,EL PERRITO FELIZ ASD,Sardegna,SS,Sassari,Sardegna,SS,Sassari,Attività sportiva cinotecnica,,ASC,189629,1
reg_82774b89583dece4,06072660878,ASD LAPARDEI DELL'ETNA APS,Sicilia,CT,Belpasso,Sicilia,CT,Belpasso,"Sci fondo, Alpinismo, Sci di velocità, Mountain Trail, Sci alpino, Trail, Atletica Leggera, Inline alpine, Sci orientamento, Mountain bike",atletica|ciclismo|sci,ASC,189668,1
reg_630242ef4c2bb396,96592500589,ASSOCIAZIONE SPORTIVA DILETTANTISTICA BROTHERS,Lazio,RM,Roma,Lazio,RM,Roma,Arma Air Soft,,ASC,189698,1
reg_41a3a7bcdf1987c8,96590900583,ASD DOJO LAB POMEZIA,Lazio,RM,Pomezia,Lazio,RM,Pomezia,"Karate, Scherma storica, Attività sportiva ginnastica finalizzata alla salute ed al fitness",arti_marziali|fitness|ginnastica|scherma,ASC,189734,1
reg_2c2bbaf962645b1d,90013040465,A.S.D. OLYMPIA CLUB FORNACI,Toscana,LU,Barga,Toscana,LU,Barga,"Atletica Leggera, Tennis, Calcio (a 7), Beach volley, Bocce sull'erba (lawn bowl)",atletica|bocce|calcio|tennis|volley,ASC,189805,1
reg_0da0dab4fa68e28d,90021940557,ASD I LAGHI DI ORVIETO,Umbria,TR,Orvieto,Umbria,TR,Orvieto,"PESCA DI SUPERFICIE Bolentino, Canna da natante, Canna da riva, Carpfishing, Drifting, Feeder, Kayak fishing, Lancio Tecnico (Casting), Lancio tecnico con peso di mare, Pesca al colpo, Pesca alla trota con esche naturali in torrente e in lago, Pesca con, PESCA DI SUPERFICIE Bolentino, Canna da natante, Canna da riva, Carpfishing, Drifting, Feeder, Kayak fishing, Lancio Tecnico (Casting), Lancio tecnico con peso di mare, Pesca al colpo, Pesca alla trota con esche naturali in torrente e in lago, Pesca con",canottaggio,ASC,189833,1
reg_0db5b95a744ac9ab,02769300399,3 LAGHI ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Emilia-Romagna,RA,Ravenna,Emilia-Romagna,RA,Ravenna,"PESCA DI SUPERFICIE Bolentino, Canna da natante, Canna da riva, Carpfishing, Drifting, Feeder, Kayak fishing, Lancio Tecnico (Casting), Lancio tecnico con peso di mare, Pesca al colpo, Pesca alla trota con esche naturali in torrente e in lago, Pesca con",canottaggio,ASC,189838,1
reg_0233b6c2b1d6a48d,05345020753,BLACK PANTHERS ASD,Puglia,LE,San Cesario di Lecce,Puglia,LE,San Cesario di Lecce,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Tennis, Padel, Ginnastica Ritmica, Pallacanestro, Pallavolo",basket|fitness|ginnastica|padel|tennis|volley,ASC,189853,1
reg_2971c47978e7f198,04720260266,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ASTERIX CLUB,Veneto,TV,Montebelluna,Veneto,TV,Montebelluna,Boccette,bocce,ASC,189871,1
reg_367314e837d13a3d,93064360253,A.S.D. I MALEDETTI,Veneto,BL,Calalzo di Cadore,Veneto,BL,Calalzo di Cadore,Arma Air Soft,,ASC,189892,1
reg_7baccd0f64359d93,04791730619,ASSOCIAZIONE SPORTIVA DILETTANTISTICA STRANORMANNA,Campania,CE,Aversa,Campania,CE,Aversa,"Indoor, Atletica Leggera, Corsa su strada",atletica,ASC,189950,1
reg_25d06398174c0c02,01795660081,FITNESS CENTER SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Liguria,IM,Sanremo,Liguria,IM,Sanremo,"Judo, Karate, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Distensione su panca, Pugilato Amatoriale-Gym Boxe (Prepugilistica, Boxe Competition, Boxe in Action, Light Boxe, Soft Boxe), Ginnastica per Tutti, Pesistica Olimpica, Ginnastica Aerobica",arti_marziali|fitness|ginnastica|pesistica,ASC,190052,1
reg_addd4867202a2ef7,03411370731,GYMAX 2.0 SOCIETA' SPORTIVA DILETTANTISTICA A R.L.,Puglia,TA,Fragagnano,Puglia,TA,Fragagnano,"Ju-Jitsu, Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica Ritmica, Ginnastica per Tutti, Ginnastica Artistica, Ginnastica Aerobica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, Muay Thai, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, Distensione su panca, Body building, Point Fighting, Judo, Karate, Aerokickboxing, K-1 Rules, Kick Light, Light Contact, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Powerlifting",arti_marziali|danza|fitness|ginnastica|pesistica|sci,ASC,190053,1
reg_0903918eb3dba408,06268620652,ENSITOUR TURISMO ESPERENZIALE A.S.D.P.S. E.T.S.,Campania,SA,Eboli,Campania,SA,Eboli,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., Tavole a Vela, Nordic e Fitwalking, Derive, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Multiscafi, Attività motorie marinaresche applicative alle discipline della Vela, Ginnastica per Tutti, Ginnastica Aerobica",danza|fitness|ginnastica|sci|vela,ASC,190054,1
