registry_club_id,source,source_organism,source_club_id,name,normalized_name,fiscal_code,legal_type,region,province,municipality,representative_name,valid_until,registered_at,affiliation_code,sport_year_start,sport_year_end,supported_sports,detail_url
coni:42047,CONI,FIGC,42047,ASD SANT'ANTIOCO CALCIO,ASD SANT ANTIOCO CALCIO,90017070922,Associazione senza personalità giuridica,Sardegna,SU,Sant'Antioco,"PAU, PIETRO",18/05/2026,13/11/2007,915369,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42047
coni:42073,CONI,FIGC,42073,A.S. TEORA,A S TEORA,90017170649,Associazione senza personalità giuridica,Campania,AV,Teora,"CORDASCO, NICOLA",18/05/2026,28/09/2016,941528,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42073
coni:42109,CONI,FIGC,42109,ASS. POLISP. DILETTANTISTICA CENTRO DELLA GIOVENTU' MOTTA VISCONTI,ASS POLISP DILETTANTISTICA CENTRO DELLA GIOVENTU MOTTA VISCONTI,90017320152,Associazione senza personalità giuridica,Lombardia,MI,Motta Visconti,"GARRE', GIANPIERO",18/05/2026,06/02/2006,200690,01/07/2025,30/06/2026,Calcio|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42109
coni:42122,CONI,FIGC,42122,A.S.D. REAL SITI,A S D REAL SITI,90017360711,Associazione senza personalità giuridica,Puglia,FG,Stornara,"FIORDELISI, MARIO",18/05/2026,02/05/2016,912491,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42122
coni:4214,CONI,FIGC,4214,USD CASATESE MERATE A.S.D.,USD CASATESE MERATE A S D,01396330134,Associazione senza personalità giuridica,Lombardia,LC,Casatenovo,"SASSELLA, GIANNI",18/05/2026,13/09/2010,71198,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4214
coni:42195,CONI,FIGC,42195,A.S. SAN ZENO DI MONTAGNA ASD,A S SAN ZENO DI MONTAGNA ASD,90017620239,Associazione senza personalità giuridica,Veneto,VR,San Zeno di Montagna,"QUINTERNETTO, GIOVANNI",18/05/2026,07/11/2009,962027,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42195
coni:42207,CONI,AICS|CSI|FIGC,42207,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA BISSUOLA,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA BISSUOLA,90017700270,Associazione senza personalità giuridica,Veneto,VE,Venezia,"DE GIOVANNI, ROBERTO",18/05/2026,26/01/2006,919002,01/07/2025,30/06/2026,Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42207
coni:42257,CONI,CSEN|FIGC,42257,A.S. DILETTANTISTICA FOOTBALL CLUB UNIVERSAL,A S DILETTANTISTICA FOOTBALL CLUB UNIVERSAL,90017850638,Associazione senza personalità giuridica,Campania,,Boscotrecase,"NOTO, RAFFAELE",18/05/2026,03/02/2006,203127,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42257
coni:42361,CONI,FIGC,42361,A.S.D.IBLA MELILLI,A S D IBLA MELILLI,90018270893,Associazione senza personalità giuridica,Sicilia,SR,Melilli,"NETTI, FRANCESCO",18/05/2026,04/05/2012,955455,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42361
coni:42410,CONI,FIGC,42410,A.S.D. BOLANESE,A S D BOLANESE,90018490111,Associazione senza personalità giuridica,Liguria,SP,Bolano,"ANASTASIA, MARCO",18/05/2026,07/10/2014,665428,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42410
coni:42411,CONI,ASC|FIGC,42411,ATLETICO CASTELDACCIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,ATLETICO CASTELDACCIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,90018490822,Associazione senza personalità giuridica,Sicilia,PA,Casteldaccia,"MARRAFFA, CHIARA",18/05/2026,20/10/2015,963161,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42411
coni:42424,CONI,FIGC,42424,A.S.D. BORGO FIVE SOCCER,A S D BORGO FIVE SOCCER,90018540618,Associazione senza personalità giuridica,Campania,CE,Orta di Atella,"LAMPITELLI, CARMINE",18/05/2026,21/05/2009,914918,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42424
coni:42430,CONI,FIGC,42430,A.S.D. VALDORCIA,A S D VALDORCIA,90018560525,Associazione senza personalità giuridica,Toscana,SI,Pienza,"ROSSI, VALERIO",18/05/2026,24/02/2009,917687,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42430
coni:42457,CONI,ASC|FIGC,42457,A.S.D. MEGARINI 2003 AUGUSTA,A S D MEGARINI 2003 AUGUSTA,90018650896,Associazione senza personalità giuridica,Sicilia,SR,Augusta,"SALAMANCA, ELISA",18/05/2026,07/10/2015,935171,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42457
coni:42467,CONI,FIGC,42467,ASD V.I.P.C5,ASD V I P C5,90018710286,Associazione senza personalità giuridica,Veneto,PD,Galliera Veneta,"ANTONELLO, FULVIO",18/05/2026,23/10/2017,947462,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42467
coni:42490,CONI,CSEN|ENDAS|FIGC|UISP,42490,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""MONTELLA FOOTBALL ACADEMY""",ASSOCIAZIONE SPORTIVA DILETTANTISTICA MONTELLA FOOTBALL ACADEMY,90018770645,Associazione senza personalità giuridica,Campania,AV,Montella,"MOSCARIELLO, ROSA",18/05/2026,29/05/2017,948001,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42490
coni:42510,CONI,FIGC,42510,ASSOCIAZIONE SPORTIVA DILETTANTISTICA BINDUA,ASSOCIAZIONE SPORTIVA DILETTANTISTICA BINDUA,90018850926,Associazione senza personalità giuridica,Sardegna,SU,Iglesias,"MURRU, CARLO",18/05/2026,11/06/2013,730505,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42510
coni:42534,CONI,FIGC,42534,A.S.D T.S. INSIEME PER LO SPORT,A S D T S INSIEME PER LO SPORT,90018990649,Associazione senza personalità giuridica,Campania,AV,Montecalvo Irpino,"SORRENTINO, TERESA",18/05/2026,22/12/2016,955524,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42534
coni:42538,CONI,FIGC,42538,ASSOC. SPORTIVA DILETTANTISTICA MATZACCARESE,ASSOC SPORTIVA DILETTANTISTICA MATZACCARESE,90019010926,Associazione senza personalità giuridica,Sardegna,SU,San Giovanni Suergiu,"MAROTTO, WILLIAM",18/05/2026,24/03/2009,955390,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42538
coni:42544,CONI,FIGC,42544,ASD ATHLETIC LANCIANO,ASD ATHLETIC LANCIANO,90019050690,Associazione senza personalità giuridica,Abruzzo,CH,Lanciano,"PANTALEO, FIORE",18/05/2026,03/10/2017,60737,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42544
coni:42596,CONI,FIGC,42596,A.P.D. CERRETO D'ESI A.S.D.,A P D CERRETO D ESI A S D,90019330423,Associazione senza personalità giuridica,Marche,AN,Cerreto d'Esi,"APO, THIERRY",18/05/2026,13/06/2008,934477,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42596
coni:42699,CONI,FIGC,42699,VIRTUS SAN GIUSTINO S.S.D,VIRTUS SAN GIUSTINO S S D,90019840546,Associazione senza personalità giuridica,Umbria,PG,San Giustino,"FABBRI, STEFANO",18/05/2026,03/04/2007,770365,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42699
coni:42809,CONI,FIGC,42809,SAN LEUCIO S.S.D.R.L.,SAN LEUCIO S S D R L,90020340940,Società a Responsabilità Limitata (SRL),Molise,IS,Isernia,"TRAISCI, FRANCESCO PAOLO",18/05/2026,21/02/2006,76917,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42809
coni:4281,CONI,AICS|FIGC,4281,POLISPORTIVA MAMAS MIGLIARINESE,POLISPORTIVA MAMAS MIGLIARINESE,01404220111,Associazione senza personalità giuridica,Liguria,SP,La Spezia,"CASTO, ILARIO SALVATORE",18/05/2026,20/05/2015,919669,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4281
coni:42837,CONI,FIGC,42837,ASD SAINT-VINCENT CHATILLON SCUOLA CALCIO MONTE CERVINO,ASD SAINT VINCENT CHATILLON SCUOLA CALCIO MONTE CERVINO,90020460078,Associazione senza personalità giuridica,Valle d'Aosta/Vallée d'Aoste,AO,Saint-Vincent,"SCARLATTA, FABRIZIO",18/05/2026,27/08/2008,917656,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42837
coni:42862,CONI,FIGC,42862,A.S.D. SAN GIOVANNI CALCIO A5,A S D SAN GIOVANNI CALCIO A5,90020610516,Associazione senza personalità giuridica,Toscana,AR,San Giovanni Valdarno,"BOSSINI, MIRCO",18/05/2026,07/11/2007,917254,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42862
coni:429,CONI,CSEN|FIGC,429,A.S.D. POLISPORTIVA VILLA,A S D POLISPORTIVA VILLA,00590660148,Associazione senza personalità giuridica,Lombardia,SO,Villa di Tirano,"MAGGI, GIORDANO",18/05/2026,13/04/2007,676093,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=429
coni:42992,CONI,FIGC,42992,FUTSAL TORRITA ASSOCIAZIONE SPORTIVA DILETTANTISTI,FUTSAL TORRITA ASSOCIAZIONE SPORTIVA DILETTANTISTI,90021180527,Associazione senza personalità giuridica,Toscana,SI,Torrita di Siena,"FARALLI, NICO",18/05/2026,01/10/2009,930344,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=42992
coni:4303,CONI,FIGC,4303,A.S.D. PORTO TOLLE 2010,A S D PORTO TOLLE 2010,01406550291,Associazione senza personalità giuridica,Veneto,RO,Porto Tolle,"CARNACINA, PIERO",18/05/2026,21/09/2010,932332,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4303
coni:43083,CONI,FIGC,43083,POLISP. FULGENTISSIMA ASS.NE DILETTANTISTICA,POLISP FULGENTISSIMA ASS NE DILETTANTISTICA,90021630844,Associazione senza personalità giuridica,Sicilia,AG,Naro,"TERRANOVA, CALOGERO",18/05/2026,28/01/2010,950442,01/07/2025,30/06/2026,Basket|Calcio|Futsal|Pallamano,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43083
coni:4316,CONI,FIGC,4316,UNIONE SPORTIVA TAVERNELLE A.S.D.,UNIONE SPORTIVA TAVERNELLE A S D,01407440419,Associazione senza personalità giuridica,Marche,PU,Colli al Metauro,"SAMBUCHI, GIOVANNI",18/05/2026,11/07/2011,20600,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4316
coni:4320,CONI,FIGC,4320,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MONTEPULCIANO STAZIONE,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MONTEPULCIANO STAZIONE,01407870524,Associazione senza personalità giuridica,Toscana,SI,Montepulciano,"MENCHI, ANDREA",18/05/2026,21/03/2016,949459,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4320
coni:43207,CONI,FIGC|PGS,43207,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SPORTISPICA MARCO MONACO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SPORTISPICA MARCO MONACO,90022200886,Associazione senza personalità giuridica,Sicilia,RG,Ispica,"MONACO, ORAZIO",18/05/2026,04/10/2013,930974,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43207
coni:4322,CONI,FIGC,4322,A.S.D. POLISPORTIVA LUNANO,A S D POLISPORTIVA LUNANO,01408020418,Associazione senza personalità giuridica,Marche,PU,Lunano,"GALLETTI, MASSIMO",18/05/2026,13/10/2011,59464,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4322
coni:4326,CONI,ASC|FIGC|UISP,4326,A.S.D. POLISPORTIVA STAGGIA 53038,A S D POLISPORTIVA STAGGIA 53038,01408280525,Associazione senza personalità giuridica,Toscana,SI,Poggibonsi,"NINCI, CRISTIANO",18/05/2026,02/10/2015,963359,01/07/2025,30/06/2026,Calcio|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4326
coni:43300,CONI,CSI|FIGC,43300,A.S.D. SOS PARIS 2006,A S D SOS PARIS 2006,90022640958,Associazione senza personalità giuridica,Sardegna,OR,Seneghe,"FAIS, ALESSANDRO",18/05/2026,10/04/2009,917913,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43300
coni:43397,CONI,FIGC,43397,A.S.D. SEVEGLIANO - FAUGLIS,A S D SEVEGLIANO FAUGLIS,90023080303,Associazione senza personalità giuridica,Friuli-Venezia Giulia,UD,Bagnaria Arsa,"VIDAL, FRANCESCO",18/05/2026,22/12/2016,945118,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43397
coni:4340,CONI,AICS|FIGC,4340,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F.LLI LOMBARDO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F LLI LOMBARDO,01410030850,Associazione senza personalità giuridica,Sicilia,CL,Caltanissetta,"LOMBARDO, ALBERTO FRANCESCO LUIGI",18/05/2026,12/12/2013,954536,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4340
coni:43406,CONI,FIGC,43406,ASD NEW TEAM LIGNANO C5,ASD NEW TEAM LIGNANO C5,90023120307,Associazione senza personalità giuridica,Friuli-Venezia Giulia,UD,Lignano Sabbiadoro,"FARAON, CHRISTIAN",18/05/2026,16/09/2016,953056,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43406
coni:43490,CONI,CSI|FIGC,43490,UNIONE SPORTIVA RONDINERA ASD,UNIONE SPORTIVA RONDINERA ASD,90023500169,Associazione senza personalità giuridica,Lombardia,BG,Rogno,"MARANTA, FRANCESCO",18/05/2026,03/09/2010,964214,18/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43490
coni:43503,CONI,FIGC,43503,"POLISPORTIVA ""SANTA MARIA"" A.S.D.",POLISPORTIVA SANTA MARIA A S D,90023560858,Associazione senza personalità giuridica,Sicilia,CL,Niscemi,"BENNICI, GIUSI",18/05/2026,24/11/2015,933713,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43503
coni:4351,CONI,FIGC,4351,ASD MONTERONI,ASD MONTERONI,01411080524,Associazione senza personalità giuridica,Toscana,SI,Monteroni d'Arbia,"BOSCAGLI, MICHELE",18/05/2026,18/11/2015,947535,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4351
coni:43563,CONI,CSI|FIGC|UISP,43563,LA BORRA ASD,LA BORRA ASD,90023790505,Associazione senza personalità giuridica,Toscana,PI,Pontedera,"MONTAGNANI, EMILIO",18/05/2026,25/11/2009,921317,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43563
coni:43567,CONI,FIGC,43567,KAROL ASSOCIAZIONE SPORTIVA DILETTANTISTICA,KAROL ASSOCIAZIONE SPORTIVA DILETTANTISTICA,90023830921,Associazione senza personalità giuridica,Sardegna,SU,Carbonia,"ERRIU, RICCARDO",18/05/2026,01/09/2008,920114,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43567
coni:43624,CONI,AICS|CSI|FIGC,43624,A.S.D. ORATORIO REDONDESCO,A S D ORATORIO REDONDESCO,90024110208,Associazione senza personalità giuridica,Lombardia,MN,Redondesco,"SCAGLIONI, LUCA",18/05/2026,06/03/2014,962846,01/07/2025,30/06/2026,Basket|Calcio|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43624
coni:43695,CONI,CSI|FIGC,43695,BIANCANIGO CALCIO ASD,BIANCANIGO CALCIO ASD,90024440399,Associazione senza personalità giuridica,Emilia-Romagna,RA,Castel Bolognese,"TONI, EDOARDO",18/05/2026,28/09/2006,946971,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43695
coni:43747,CONI,FIGC|FIP|OPES,43747,A.S.D. EDEN BOYS STATTE,A S D EDEN BOYS STATTE,90024660731,Associazione senza personalità giuridica,Puglia,TA,Statte,"LUCCHESE, COSIMA",18/05/2026,13/12/2016,203294,01/07/2025,30/06/2026,Basket|Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43747
coni:43748,CONI,FIGC,43748,A.S.D. VIRTUS GELA CALCIO,A S D VIRTUS GELA CALCIO,90024660855,Associazione senza personalità giuridica,Sicilia,CL,Gela,"LANCIANESE, DINO",18/05/2026,18/12/2012,936550,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43748
coni:43756,CONI,FIGC,43756,A.S.D. LIBERTAS OLIMPYC SCICLI,A S D LIBERTAS OLIMPYC SCICLI,90024710882,Associazione senza personalità giuridica,Sicilia,RG,Scicli,"VICINALE, FRANCA ANNA",18/05/2026,18/05/2012,934107,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43756
coni:43771,CONI,FIGC,43771,ASD S. BENEDETTO VENERE,ASD S BENEDETTO VENERE,90024780661,Associazione senza personalità giuridica,Abruzzo,AQ,San Benedetto dei Marsi,"CERASANI, BENIAMINO",18/05/2026,03/10/2011,600714,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43771
coni:43792,CONI,FIGC,43792,CASALGUIDI 1923 CALCIO - SOC. SPORT.DIL. A R.L.,CASALGUIDI 1923 CALCIO SOC SPORT DIL A R L,90024880479,Società a Responsabilità Limitata (SRL),Toscana,PT,Serravalle Pistoiese,"SCHIFANO, TIZIANA",18/05/2026,03/07/2006,911582,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43792
coni:43859,CONI,FIGC,43859,UNIONE SPORTIVA SAMUGHEO DILETTANTISTICA A.S.D.,UNIONE SPORTIVA SAMUGHEO DILETTANTISTICA A S D,90025220956,Associazione senza personalità giuridica,Sardegna,OR,Samugheo,"DEIAS, GIANLUIGI",18/05/2026,02/10/2008,730213,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43859
coni:439,CONI,FIGC,439,LEO ODERZO SSD A RL,LEO ODERZO SSD A RL,00601070261,Associazione senza personalità giuridica,Veneto,TV,Oderzo,"MONTENERO, ENRICO",18/05/2026,09/01/2006,34930,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=439
coni:4398,CONI,FIGC,4398,CALISIO CALCIO A.S.D.,CALISIO CALCIO A S D,01418520225,Associazione senza personalità giuridica,Trentino-Alto Adige/Südtirol,TN,Trento,"BASSO, ANDREA",18/05/2026,23/03/2007,81816,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4398
coni:43988,CONI,FIGC,43988,A.C. ENTELLA CHIAVARI 1914,A C ENTELLA CHIAVARI 1914,90025790107,Associazione senza personalità giuridica,Liguria,GE,Chiavari,"CHIARELLI, MAURO",18/05/2026,05/10/2015,75427,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=43988
coni:44010,CONI,FIGC,44010,A.S.D. FOOTBALL CASCARINO,A S D FOOTBALL CASCARINO,90025870602,Associazione senza personalità giuridica,Lazio,FR,Sant'Elia Fiumerapido,"GARGANO, VERONICA",18/05/2026,29/01/2009,914882,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44010
coni:4402,CONI,FIGC,4402,UNIONE SPORTIVA TRAMBILENO ASSOC. SPORT. DILETT.,UNIONE SPORTIVA TRAMBILENO ASSOC SPORT DILETT,01418830228,Associazione senza personalità giuridica,Trentino-Alto Adige/Südtirol,TN,Trambileno,"ZANVETTOR, PIERLUIGI",18/05/2026,15/12/2009,64827,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=4402
coni:44163,CONI,CSI|FIGC|FIP|UISP,44163,ASD VIRTUS ABBIATENSE E OZZERESE,ASD VIRTUS ABBIATENSE E OZZERESE,90026490152,Associazione senza personalità giuridica,Lombardia,MI,Abbiategrasso,"BEDIN, ADRIANO",18/05/2026,13/10/2016,02002020,14/07/2025,30/06/2026,Basket|Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44163
coni:44264,CONI,FIGC,44264,ASS.NE SPORTIVA DILETTANTISTICA JUNIOR CALCIO ACIREALE,ASS NE SPORTIVA DILETTANTISTICA JUNIOR CALCIO ACIREALE,90026960873,Associazione senza personalità giuridica,Sicilia,CT,Acireale,"STOPPA, ANGIOLINO",18/05/2026,23/07/2009,912010,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44264
coni:44334,CONI,ASC|FIGC,44334,A.S.D. ATLETICO LEVANE,A S D ATLETICO LEVANE,90027300517,Associazione senza personalità giuridica,Toscana,AR,Bucine,"TUDISCA, PAOLO",18/05/2026,11/11/2015,943196,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44334
coni:44341,CONI,FIGC|UISP,44341,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FOOTBALL CLUB FORNACETTE CASAROSA,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FOOTBALL CLUB FORNACETTE CASAROSA,90027350504,Associazione senza personalità giuridica,Toscana,PI,Calcinaia,"BALDI, LUCA",18/05/2026,23/11/2009,921122,01/07/2025,30/06/2026,Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44341
coni:44346,CONI,FIGC,44346,A.C. MONTENERO,A C MONTENERO,90027370940,Associazione senza personalità giuridica,Molise,IS,Montenero Val Cocchiara,"SAVELLI, GIUSEPPE",18/05/2026,27/07/2006,795295,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44346
coni:444,CONI,CSI|FIGC,444,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PIANTEDO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PIANTEDO,00604960146,Associazione senza personalità giuridica,Lombardia,SO,Piantedo,"PERZIANO, ALEM",18/05/2026,29/07/2014,930010,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=444
coni:44443,CONI,FIGC,44443,A.S.D. SANGIOVANNESE 1927,A S D SANGIOVANNESE 1927,90027900514,Associazione senza personalità giuridica,Toscana,AR,San Giovanni Valdarno,"SERAFINI, GIOVANNI",18/05/2026,12/09/2017,934411,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44443
coni:44506,CONI,CSI|FIGC,44506,ASD GRUPPO SPORTIVO AMATORI LE DUE PALME,ASD GRUPPO SPORTIVO AMATORI LE DUE PALME,90028220441,Associazione senza personalità giuridica,Marche,FM,Fermo,"TORRESI, LORENZO",18/05/2026,10/12/2009,962950,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44506
coni:44520,CONI,FIGC,44520,A. S. D. POZZALLO,A S D POZZALLO,90028280882,Associazione senza personalità giuridica,Sicilia,RG,Pozzallo,"SCOLARO, VIRGILIO",18/05/2026,06/10/2014,941413,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=44520
